No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
505,2023-10-17,Tuesday,10,Q4,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-008,Survei,Near Miss,1,0,0,0,0,0,0,36,412.8,Cerah,Desain/Engineering,Perbaikan Alat,Selesai,Pit-A-Blok01,
506,2022-04-18,Monday,4,Q2,2022,Shift 1 (07:00-19:00),Workshop,SPV-014,Pengawasan,Near Miss,1,0,0,0,0,0,0,26,341.1,Berawan,Kelelahan Pekerja,Revisi Prosedur,Selesai,Worksh-Blok05,Perlu tindak lanjut
507,2022-11-16,Wednesday,11,Q4,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-020,Loading,Near Miss,1,0,0,0,0,0,0,41,478.5,Berawan,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Belum Dimulai,Pit-A-Blok02,
508,2022-10-24,Monday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Survei,First Aid,0,1,0,0,0,0,0,34,405.5,Cerah,Faktor Eksternal,Pelatihan Ulang,Dalam Proses,Pit-B-Blok01,Perlu tindak lanjut
509,2024-02-07,Wednesday,2,Q1,2024,Shift 1 (07:00-19:00),Drainase,SPV-007,Maintenance,Near Miss,1,0,0,0,0,0,0,12,155.6,Berawan,Housekeeping Buruk,Pelatihan Ulang,Selesai,Draina-Blok05,Menunggu spare part
510,2023-12-30,Saturday,12,Q4,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-018,Pumping,Near Miss,1,0,0,0,0,0,0,9,100.8,Hujan Ringan,Peralatan Rusak,Pelatihan Ulang,Selesai,Pit-A-Blok01,
511,2022-10-29,Saturday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-020,Blasting,Near Miss,1,0,0,0,0,0,0,10,114.5,Cerah,Desain/Engineering,Penggantian APD,Selesai,Pit-B-Blok02,Perlu tindak lanjut
512,2022-11-05,Saturday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-014,Administrasi,First Aid,0,1,0,0,0,0,0,30,387.2,Cerah,Faktor Eksternal,Perbaikan Alat,Selesai,Pit-C-Blok05,Perlu tindak lanjut
513,2022-07-18,Monday,7,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-003,Administrasi,Near Miss,1,0,0,0,0,0,0,15,151.8,Hujan Ringan,Faktor Eksternal,Investigasi Lanjut,Dalam Proses,ROM (R-Blok03,
514,2022-10-02,Sunday,10,Q4,2022,Shift 1 (07:00-19:00),Drainase,SPV-011,Loading,Near Miss,1,0,0,0,0,0,0,25,323.5,Hujan Ringan,Kondisi Cuaca Buruk,Pelatihan Ulang,Dalam Proses,Draina-Blok05,Sudah dilaporkan ke HSE Manager
515,2024-10-11,Friday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-015,Fueling,Medical Treatment,0,0,1,0,0,0,0,28,276.9,Cerah,Human Error,Revisi Prosedur,Dalam Proses,Pit-B-Blok04,
516,2022-12-19,Monday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-013,Fueling,Near Miss,1,0,0,0,0,0,0,29,316.8,Cerah,Desain/Engineering,Perbaikan Alat,Dalam Proses,Pit-B-Blok03,
517,2024-04-12,Friday,4,Q2,2024,Shift 1 (07:00-19:00),Drainase,SPV-003,Blasting,Near Miss,1,0,0,0,0,0,0,41,510.9,Berawan,Desain/Engineering,Investigasi Lanjut,Selesai,Draina-Blok02,
518,2024-06-14,Friday,6,Q2,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-002,Fueling,Property Damage,0,0,0,0,0,0,1,45,449.4,Berawan,Human Error,Revisi Prosedur,Selesai,Pit-C-Blok01,
519,2023-07-14,Friday,7,Q3,2023,Shift 1 (07:00-19:00),Workshop,SPV-020,Pumping,Near Miss,1,0,0,0,0,0,0,14,177.4,Cerah,Komunikasi Buruk,Penggantian APD,Selesai,Worksh-Blok02,Perlu tindak lanjut
520,2024-05-18,Saturday,5,Q2,2024,Shift 1 (07:00-19:00),Stockpile,SPV-018,Maintenance,Near Miss,1,0,0,0,0,0,0,22,253.9,Hujan Ringan,Faktor Eksternal,Perbaikan Desain,Overdue,Stockp-Blok03,Sudah dilaporkan ke HSE Manager
521,2024-10-25,Friday,10,Q4,2024,Shift 1 (07:00-19:00),Stockpile,SPV-008,Blasting,Lost Time Injury,0,0,0,1,0,12,0,16,209,Cerah,Desain/Engineering,Briefing Safety,Dalam Proses,Stockp-Blok02,Sudah dilaporkan ke HSE Manager
522,2023-09-23,Saturday,9,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Pumping,Medical Treatment,0,0,1,0,0,0,0,24,292.9,Berawan,Kelelahan Pekerja,Briefing Safety,Overdue,Pit-B-Blok02,
523,2024-01-08,Monday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-004,Pumping,Near Miss,1,0,0,0,0,0,0,16,185.5,Hujan Ringan,Prosedur Tidak Diikuti,Pelatihan Ulang,Overdue,Pit-C-Blok03,Investigasi selesai
524,2023-08-02,Wednesday,8,Q3,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-015,Loading,Near Miss,1,0,0,0,0,0,0,19,197.5,Cerah,Faktor Eksternal,Perbaikan Desain,Selesai,ROM (R-Blok04,Perlu tindak lanjut
525,2022-04-14,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-009,Pumping,First Aid,0,1,0,0,0,0,0,34,447.6,Berawan,Desain/Engineering,Pelatihan Ulang,Selesai,ROM (R-Blok02,
526,2024-08-08,Thursday,8,Q3,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-015,Grading,Medical Treatment,0,0,1,0,0,0,0,20,236.7,Berawan,Housekeeping Buruk,Penggantian APD,Belum Dimulai,Pit-A-Blok03,
527,2023-12-07,Thursday,12,Q4,2023,Shift 1 (07:00-19:00),Office Area,SPV-019,Dozing,First Aid,0,1,0,0,0,0,0,12,144.4,Cerah,Housekeeping Buruk,Revisi Prosedur,Selesai,Office-Blok04,
528,2022-05-26,Thursday,5,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-011,Drilling,Near Miss,1,0,0,0,0,0,0,37,396.3,Berawan,Komunikasi Buruk,Pelatihan Ulang,Dalam Proses,Pit-B-Blok01,
529,2024-02-10,Saturday,2,Q1,2024,Shift 1 (07:00-19:00),Drainase,SPV-019,Dozing,Property Damage,0,0,0,0,0,0,1,8,105.5,Berkabut,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Draina-Blok03,Investigasi selesai
530,2024-02-13,Tuesday,2,Q1,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-012,Administrasi,Lost Time Injury,0,0,0,1,0,1,0,9,111.7,Cerah,Kondisi Cuaca Buruk,Perbaikan Desain,Belum Dimulai,ROM (R-Blok05,
531,2024-05-30,Thursday,5,Q2,2024,Shift 1 (07:00-19:00),Drainase,SPV-010,Blasting,First Aid,0,1,0,0,0,0,0,45,526.8,Cerah,Desain/Engineering,Investigasi Lanjut,Selesai,Draina-Blok05,Investigasi selesai
532,2024-09-01,Sunday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Grading,Near Miss,1,0,0,0,0,0,0,27,316.3,Cerah,Komunikasi Buruk,Investigasi Lanjut,Selesai,Pit-B-Blok01,Investigasi selesai
533,2023-08-19,Saturday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-010,Pengawasan,Property Damage,0,0,0,0,0,0,1,17,223.4,Berkabut,Kondisi Cuaca Buruk,Revisi Prosedur,Selesai,Pit-C-Blok04,
534,2023-07-16,Sunday,7,Q3,2023,Shift 2 (19:00-07:00),Workshop,SPV-018,Drilling,Near Miss,1,0,0,0,0,0,0,39,452,Hujan Ringan,Faktor Eksternal,Revisi Prosedur,Dalam Proses,Worksh-Blok04,Sudah dilaporkan ke HSE Manager
535,2022-07-03,Sunday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-009,Maintenance,First Aid,0,1,0,0,0,0,0,43,540.6,Hujan Ringan,Housekeeping Buruk,Pelatihan Ulang,Overdue,Pit-B-Blok01,
536,2023-02-01,Wednesday,2,Q1,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-001,Dozing,Near Miss,1,0,0,0,0,0,0,25,305.6,Cerah,Prosedur Tidak Diikuti,Investigasi Lanjut,Dalam Proses,Pit-C-Blok03,Investigasi selesai
537,2022-10-31,Monday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-009,Administrasi,Lost Time Injury,0,0,0,1,0,13,0,28,340.2,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Dalam Proses,Pit-B-Blok05,Menunggu spare part
538,2023-03-20,Monday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Hauling,Medical Treatment,0,0,1,0,0,0,0,28,285.5,Berawan,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Pit-B-Blok05,Menunggu spare part
539,2023-01-21,Saturday,1,Q1,2023,Shift 1 (07:00-19:00),Stockpile,SPV-011,Drilling,Near Miss,1,0,0,0,0,0,0,21,-0.5,Cerah,Peralatan Rusak,Perbaikan Desain,Selesai,Stockp-Blok01,Perlu tindak lanjut
540,2023-05-26,Friday,5,Q2,2023,Shift 1 (07:00-19:00),Stockpile,SPV-014,Blasting,First Aid,0,1,0,0,0,0,0,24,236.3,Berkabut,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Stockp-Blok03,
541,2024-08-02,Friday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-009,Loading,Property Damage,0,0,0,0,0,0,1,11,139.4,Cerah,Kondisi Cuaca Buruk,Perbaikan Alat,Belum Dimulai,Pit-C-Blok01,Perlu tindak lanjut
542,2023-08-05,Saturday,8,Q3,2023,Shift 1 (07:00-19:00),Drainase,SPV-006,Maintenance,First Aid,0,1,0,0,0,0,0,17,188.3,Berkabut,Peralatan Rusak,Revisi Prosedur,Selesai,Draina-Blok03,Investigasi selesai
543,2024-07-14,Sunday,7,Q3,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-020,Loading,Lost Time Injury,0,0,0,1,0,13,0,32,314.6,Berawan,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Selesai,Pit-B-Blok03,Sudah dilaporkan ke HSE Manager
544,2024-02-18,Sunday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-002,Administrasi,Near Miss,1,0,0,0,0,0,0,36,379.3,Berawan,Housekeeping Buruk,Revisi Prosedur,Belum Dimulai,Pit-C-Blok05,
545,2024-11-14,Thursday,11,Q4,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-018,Drilling,Near Miss,1,0,0,0,0,0,0,35,453.2,Hujan Ringan,Komunikasi Buruk,Investigasi Lanjut,Selesai,Pit-C-Blok04,Investigasi selesai
546,2022-05-28,Saturday,5,Q2,2022,Shift 1 (07:00-19:00),Office Area,SPV-016,Hauling,Medical Treatment,0,0,1,0,0,0,0,11,131.2,Hujan Ringan,Human Error,Pelatihan Ulang,Selesai,Office-Blok02,
547,2022-03-29,Tuesday,3,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-010,Blasting,Medical Treatment,0,0,1,0,0,0,0,40,449.7,Hujan Ringan,Desain/Engineering,Perbaikan Desain,Selesai,Pit-A-Blok03,Sudah dilaporkan ke HSE Manager
548,2022-11-22,Tuesday,11,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-017,Loading,Near Miss,1,0,0,0,0,0,0,35,373.9,Cerah,Komunikasi Buruk,Penggantian APD,Selesai,Pit-B-Blok04,
549,2024-04-29,Monday,4,Q2,2024,Shift 2 (19:00-07:00),Workshop,SPV-007,Hauling,Near Miss,1,0,0,0,0,0,0,20,199.7,Hujan Ringan,Faktor Eksternal,Revisi Prosedur,Dalam Proses,Worksh-Blok01,Perlu tindak lanjut
550,2024-10-01,Tuesday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-006,Maintenance,Environmental Spill,0,0,0,0,0,0,0,22,255.9,Cerah,Kelelahan Pekerja,Penggantian APD,Selesai,Pit-A-Blok03,Investigasi selesai
551,2023-05-10,Wednesday,5,Q2,2023,Shift 1 (07:00-19:00),Office Area,SPV-008,Administrasi,Medical Treatment,0,0,1,0,0,0,0,27,321.3,Cerah,Komunikasi Buruk,Penggantian APD,Belum Dimulai,Office-Blok03,Menunggu spare part
552,2022-01-26,Wednesday,1,Q1,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-001,Pumping,First Aid,0,1,0,0,0,0,0,23,268.2,Hujan Ringan,Kelelahan Pekerja,Briefing Safety,Selesai,ROM (R-Blok04,
553,2023-11-09,Thursday,11,Q4,2023,Shift 2 (19:00-07:00),Workshop,SPV-012,Blasting,Property Damage,0,0,0,0,0,0,1,45,589.4,Hujan Ringan,Peralatan Rusak,Penggantian APD,Dalam Proses,Worksh-Blok05,Perlu tindak lanjut
554,2024-02-24,Saturday,2,Q1,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-006,Survei,First Aid,0,1,0,0,0,0,0,19,248.6,Berawan,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Pit-B-Blok02,
555,2022-04-07,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-007,Drilling,First Aid,0,1,0,0,0,0,0,23,280.7,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-C-Blok05,Sudah dilaporkan ke HSE Manager
556,2024-02-19,Monday,2,Q1,2024,Shift 1 (07:00-19:00),Office Area,SPV-015,Dozing,First Aid,0,1,0,0,0,0,0,34,385.9,Berawan,Prosedur Tidak Diikuti,Pelatihan Ulang,Dalam Proses,Office-Blok04,Menunggu spare part
557,2024-11-18,Monday,11,Q4,2024,Shift 1 (07:00-19:00),Office Area,SPV-016,Fueling,Medical Treatment,0,0,1,0,0,0,0,13,134.9,Berawan,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Overdue,Office-Blok01,
558,2024-12-25,Wednesday,12,Q4,2024,Shift 1 (07:00-19:00),Stockpile,SPV-010,Survei,First Aid,0,1,0,0,0,0,0,33,349.7,Hujan Lebat,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Stockp-Blok02,Menunggu spare part
559,2024-10-23,Wednesday,10,Q4,2024,Shift 2 (19:00-07:00),Office Area,SPV-015,Dozing,Medical Treatment,0,0,1,0,0,0,0,10,104.5,Hujan Ringan,Housekeeping Buruk,Penggantian APD,Dalam Proses,Office-Blok02,Investigasi selesai
560,2022-12-23,Friday,12,Q4,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-020,Hauling,First Aid,0,1,0,0,0,0,0,39,495.9,Berkabut,Kelelahan Pekerja,Revisi Prosedur,Selesai,ROM (R-Blok02,Menunggu spare part
561,2024-04-08,Monday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Fueling,First Aid,0,1,0,0,0,0,0,27,285.9,Berawan,Peralatan Rusak,Pelatihan Ulang,Belum Dimulai,Pit-B-Blok04,Perlu tindak lanjut
562,2022-02-01,Tuesday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-014,Maintenance,Property Damage,0,0,0,0,0,0,1,19,201.1,Berawan,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Pit-C-Blok01,Menunggu spare part
563,2022-08-19,Friday,8,Q3,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-018,Hauling,Near Miss,1,0,0,0,0,0,0,16,186.8,Berawan,Peralatan Rusak,Penggantian APD,Selesai,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
564,2024-10-28,Monday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-020,Blasting,First Aid,0,1,0,0,0,0,0,18,183,Hujan Ringan,Peralatan Rusak,Penggantian APD,Overdue,Pit-A-Blok04,
565,2024-01-02,Tuesday,1,Q1,2024,Shift 1 (07:00-19:00),Stockpile,SPV-007,Hauling,Near Miss,1,0,0,0,0,0,0,12,133.6,Cerah,Kelelahan Pekerja,Perbaikan Desain,Selesai,Stockp-Blok05,Perlu tindak lanjut
566,2024-02-10,Saturday,2,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-018,Drilling,First Aid,0,1,0,0,0,0,0,27,355.1,Berawan,Prosedur Tidak Diikuti,Penggantian APD,Dalam Proses,Worksh-Blok05,Investigasi selesai
567,2023-05-28,Sunday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-017,Grading,Near Miss,1,0,0,0,0,0,0,27,287.4,Cerah,Peralatan Rusak,Pelatihan Ulang,Overdue,Pit-A-Blok03,Sudah dilaporkan ke HSE Manager
568,2023-03-15,Wednesday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-018,Blasting,Near Miss,1,0,0,0,0,0,0,34,434.4,Cerah,Human Error,Pelatihan Ulang,Dalam Proses,Pit-B-Blok03,Perlu tindak lanjut
569,2024-03-08,Friday,3,Q1,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-005,Grading,Property Damage,0,0,0,0,0,0,1,28,330.7,Cerah,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Dalam Proses,Pit-A-Blok04,
570,2023-08-14,Monday,8,Q3,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-012,Drilling,First Aid,0,1,0,0,0,0,0,14,142.3,Hujan Lebat,Kondisi Cuaca Buruk,Briefing Safety,Dalam Proses,Pit-B-Blok04,
571,2023-12-14,Thursday,12,Q4,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-006,Fueling,Medical Treatment,0,0,1,0,0,0,0,42,490.7,Berawan,Peralatan Rusak,Perbaikan Desain,Dalam Proses,Pit-A-Blok03,
572,2022-10-12,Wednesday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-005,Survei,First Aid,0,1,0,0,0,0,0,33,359.7,Hujan Lebat,Housekeeping Buruk,Revisi Prosedur,Selesai,Pit-A-Blok02,Sudah dilaporkan ke HSE Manager
573,2024-10-14,Monday,10,Q4,2024,Shift 1 (07:00-19:00),Office Area,SPV-013,Pumping,First Aid,0,1,0,0,0,0,0,43,430.8,Cerah,Human Error,Perbaikan Alat,Dalam Proses,Office-Blok03,Sudah dilaporkan ke HSE Manager
574,2022-04-27,Wednesday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-003,Pengawasan,Near Miss,1,0,0,0,0,0,0,44,565.3,Berawan,Kondisi Cuaca Buruk,Perbaikan Alat,Dalam Proses,Pit-C-Blok05,
575,2024-12-01,Sunday,12,Q4,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-020,Survei,First Aid,0,1,0,0,0,0,0,8,85,Berawan,Desain/Engineering,Investigasi Lanjut,Overdue,Pit-C-Blok05,Perlu tindak lanjut
576,2023-01-02,Monday,1,Q1,2023,Shift 1 (07:00-19:00),Drainase,SPV-018,Fueling,First Aid,0,1,0,0,0,0,0,37,362.8,Berawan,Kelelahan Pekerja,Revisi Prosedur,Belum Dimulai,Draina-Blok03,
577,2023-06-24,Saturday,6,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Pumping,First Aid,0,1,0,0,0,0,0,22,242.8,Cerah,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Pit-B-Blok03,Menunggu spare part
578,2023-12-04,Monday,12,Q4,2023,Shift 1 (07:00-19:00),Office Area,SPV-009,Grading,First Aid,0,1,0,0,0,0,0,42,426.1,Berawan,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Belum Dimulai,Office-Blok05,
579,2024-03-22,Friday,3,Q1,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-017,Hauling,Medical Treatment,0,0,1,0,0,0,0,23,247.9,Hujan Ringan,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-A-Blok02,Investigasi selesai
580,2024-01-14,Sunday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Administrasi,Near Miss,1,0,0,0,0,0,0,22,-100,Hujan Ringan,Prosedur Tidak Diikuti,Revisi Prosedur,Overdue,Pit-B-Blok02,
581,2024-12-15,Sunday,12,Q4,2024,Shift 1 (07:00-19:00),Stockpile,SPV-018,Blasting,First Aid,0,1,0,0,0,0,0,30,352.9,Cerah,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Stockp-Blok04,
582,2022-06-30,Thursday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-012,Dozing,Property Damage,0,0,0,0,0,0,1,19,232.4,Cerah,Kondisi Cuaca Buruk,Revisi Prosedur,Selesai,Pit-C-Blok02,
583,2022-07-28,Thursday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-010,Drilling,Medical Treatment,0,0,1,0,0,0,0,15,157.1,Cerah,Peralatan Rusak,Perbaikan Desain,Selesai,Pit-B-Blok04,Perlu tindak lanjut
584,2022-02-04,Friday,2,Q1,2022,Shift 2 (19:00-07:00),Drainase,SPV-013,Hauling,Near Miss,1,0,0,0,0,0,0,20,222.5,Berkabut,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Selesai,Draina-Blok01,
585,2022-08-02,Tuesday,8,Q3,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-010,Grading,Medical Treatment,0,0,1,0,0,0,0,43,430,Hujan Ringan,Desain/Engineering,Perbaikan Alat,Dalam Proses,Pit-A-Blok01,
586,2024-04-12,Friday,4,Q2,2024,Shift 2 (19:00-07:00),Workshop,SPV-003,Loading,Near Miss,1,0,0,0,0,0,0,38,500.9,Hujan Ringan,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Worksh-Blok03,Menunggu spare part
587,2023-09-02,Saturday,9,Q3,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-009,Blasting,Lost Time Injury,0,0,0,1,0,9,0,33,356.4,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Overdue,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
588,2023-05-07,Sunday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Pengawasan,Near Miss,1,0,0,0,0,0,0,24,285.3,Hujan Lebat,Kelelahan Pekerja,Briefing Safety,Selesai,Pit-C-Blok03,Menunggu spare part
589,2023-05-19,Friday,5,Q2,2023,Shift 1 (07:00-19:00),Office Area,SPV-019,Survei,Near Miss,1,0,0,0,0,0,0,17,185.9,Hujan Lebat,Komunikasi Buruk,Penggantian APD,Dalam Proses,Office-Blok03,Perlu tindak lanjut
590,2023-05-11,Thursday,5,Q2,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-018,Survei,First Aid,0,1,0,0,0,0,0,40,506.2,Hujan Ringan,Faktor Eksternal,Penggantian APD,Overdue,ROM (R-Blok03,Sudah dilaporkan ke HSE Manager
591,2022-09-14,Wednesday,9,Q3,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-015,Pengawasan,Near Miss,1,0,0,0,0,0,0,42,497.4,Cerah,Peralatan Rusak,Revisi Prosedur,Selesai,Pit-A-Blok01,Investigasi selesai
592,2022-07-19,Tuesday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-012,Hauling,Medical Treatment,0,0,1,0,0,0,0,26,318.7,Berawan,Desain/Engineering,Revisi Prosedur,Dalam Proses,Pit-B-Blok05,Investigasi selesai
593,2023-09-29,Friday,9,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-018,Fueling,First Aid,0,1,0,0,0,0,0,39,484,Berkabut,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-B-Blok03,
594,2024-08-06,Tuesday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-017,Pumping,Near Miss,1,0,0,0,0,0,0,26,265.2,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Dalam Proses,Pit-C-Blok02,Investigasi selesai
595,2024-11-28,Thursday,11,Q4,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-010,Pumping,Property Damage,0,0,0,0,0,0,1,38,379,Cerah,Faktor Eksternal,Briefing Safety,Selesai,Pit-C-Blok01,
596,2022-06-29,Wednesday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-017,Pengawasan,Near Miss,1,0,0,0,0,0,0,35,458.3,Hujan Lebat,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Pit-C-Blok03,
597,2023-08-14,Monday,8,Q3,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-010,Administrasi,Property Damage,0,0,0,0,0,0,1,19,197.6,Berkabut,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Selesai,ROM (R-Blok03,Investigasi selesai
598,2023-10-22,Sunday,10,Q4,2023,Shift 1 (07:00-19:00),Workshop,SPV-010,Pengawasan,First Aid,0,1,0,0,0,0,0,30,346.1,Cerah,Housekeeping Buruk,Briefing Safety,Selesai,Worksh-Blok01,
599,2022-03-12,Saturday,3,Q1,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-003,Maintenance,Near Miss,1,0,0,0,0,0,0,40,515.4,Berawan,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Pit-B-Blok02,Menunggu spare part
600,2022-01-28,Friday,1,Q1,2022,Shift 1 (07:00-19:00),Office Area,SPV-009,Dozing,Medical Treatment,0,0,1,0,0,0,0,22,250.4,Cerah,Faktor Eksternal,Pelatihan Ulang,Dalam Proses,Office-Blok02,
601,2022-08-05,Friday,8,Q3,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-012,Grading,Near Miss,1,0,0,0,0,0,0,21,231.7,Cerah,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Pit-A-Blok05,
602,2022-01-23,Sunday,1,Q1,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-006,Maintenance,Lost Time Injury,0,0,0,1,0,3,0,39,387.8,Berawan,Kelelahan Pekerja,Revisi Prosedur,Selesai,ROM (R-Blok03,
603,2023-05-01,Monday,5,Q2,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-002,Dozing,Near Miss,1,0,0,0,0,0,0,36,431.1,Hujan Ringan,Faktor Eksternal,Pelatihan Ulang,Selesai,ROM (R-Blok01,
604,2023-09-24,Sunday,9,Q3,2023,Shift 1 (07:00-19:00),Office Area,SPV-020,Pumping,Property Damage,0,0,0,0,0,0,1,25,268.8,Cerah,Human Error,Penggantian APD,Dalam Proses,Office-Blok02,Sudah dilaporkan ke HSE Manager
